รร.	NN	B	B_CLS
รับ	VV	O	I_CLS
จ้าง	VV	O	I_CLS
ชาวบ้าน	NN	O	I_CLS
ปลูก	VV	O	E_CLS
และ	CC	O	B_CLS
เก็บ	VV	O	I_CLS
ข้าวโพด	NN	O	I_CLS
แลก	VV	O	I_CLS
กับ	PS	O	I_CLS
เงิน	NN	O	I_CLS
ค่า	NN	O	I_CLS
จ้าง	VV	O	I_CLS
วัน	NN	O	I_CLS
ละ	AJ	B_MEA	I_CLS
_	PU	O	I_CLS
50	NU	B_MEA	I_CLS
_	PU	O	I_CLS
บาท	NN	B_MEA	E_CLS

ทั้งนี้	CC	O	B_CLS
_	PU	O	I_CLS
ระหว่าง	PS	O	I_CLS
ที่	CC	O	I_CLS
พ่อแม่	NN	O	I_CLS
ออก	VV	O	I_CLS
จาก	PS	O	I_CLS
ป่า	NN	O	I_CLS
มา	AV	O	I_CLS
รับ	VV	O	I_CLS
จ้าง	VV	O	I_CLS
ใน	PS	O	I_CLS
หมู่บ้าน	NN	O	I_CLS
ก็	CC	O	I_CLS
จะ	AX	O	I_CLS
นำ	VV	O	I_CLS
ลูก	NN	O	I_CLS
ๆ	PU	O	I_CLS
_	PU	O	I_CLS
มา	VV	O	I_CLS
ด้วย	AV	O	E_CLS

ซึ่ง	CC	O	B_CLS
เด็ก	NN	O	I_CLS
ชาว	FX	O	I_CLS
เขา	NN	O	I_CLS
เผ่า	NN	O	I_CLS
ตองเหลือง	NN	O	I_CLS
ต้อง	AX	O	I_CLS
เร่ร่อน	VV	O	I_CLS
ตาม	PS	O	I_CLS
พ่อแม่	NN	O	I_CLS
ไป	AV	O	I_CLS
ทำงาน	VV	O	I_CLS
รับ	VV	O	I_CLS
จ้าง	VV	O	I_CLS
ตามที่	CC	O	I_CLS
ต่าง	AJ	O	I_CLS
ๆ	PU	O	I_CLS
_	PU	O	I_CLS
แล้วแต่	CC	O	I_CLS
ใคร	PR	O	I_CLS
จะ	AX	O	I_CLS
จ้าง	VV	O	I_CLS
มา	AV	O	E_CLS

โรงเรียน	NN	O	B_CLS
จึง	CC	O	I_CLS
เล็ง	VV	O	I_CLS
เห็น	VV	O	I_CLS
ว่า	CC	O	I_CLS
_	PU	O	I_CLS
ควร	AX	O	I_CLS
ให้	CC	O	I_CLS
ดึง	VV	O	I_CLS
เด็ก	NN	O	I_CLS
เหล่า	CL	O	I_CLS
นี้	AJ	O	I_CLS
มา	AV	O	I_CLS
เรียน	VV	O	I_CLS
หนังสือ	NN	O	I_CLS
ใน	PS	O	I_CLS
โรงเรียน	NN	O	I_CLS
_	PU	O	I_CLS
ดี	VV	O	I_CLS
กว่า	AV	O	I_CLS
จะ	AX	O	I_CLS
เร่ร่อน	VV	O	I_CLS
ตาม	PS	O	I_CLS
ผู้ปกครอง	NN	O	E_CLS

เพื่อ	CC	O	B_CLS
ให้	CC	O	I_CLS
เด็ก	NN	O	I_CLS
มี	VV	O	I_CLS
โอกาส	NN	O	I_CLS
เรียน	VV	O	I_CLS
หนังสือ	NN	O	E_CLS
และ	CC	O	B_CLS
นำ	VV	O	I_CLS
ความรู้	NN	O	E_CLS
ที่	CC	O	B_CLS
ได้	AX	O	I_CLS
กลับ	VV	O	I_CLS
ไป	AV	O	I_CLS
ใช้	VV	O	I_CLS
ใน	PS	O	I_CLS
ทาง	NN	O	E_CLS
ที่	CC	O	B_CLS
เป็น	VV	O	I_CLS
ประโยชน์	NN	O	I_CLS
กับ	PS	O	I_CLS
ตนเอง	PR	O	I_CLS
และ	CC	O	I_CLS
ครอบครัว	NN	O	E_CLS

เพราะ	CC	O	B_CLS
ชน	NN	O	I_CLS
เผ่า	NN	O	I_CLS
ตองเหลือง	NN	O	I_CLS
มี	VV	O	I_CLS
เพียง	AV	O	I_CLS
ภาษา	NN	O	I_CLS
พูด	VV	O	E_CLS
ที่	CC	O	B_CLS
เป็น	VV	O	I_CLS
ภาษา	NN	O	I_CLS
ท้องถิ่น	NN	O	I_CLS
ของ	PS	O	I_CLS
ตนเอง	PR	O	I_CLS
_	PU	O	I_CLS
คือ	VV	O	I_CLS
_	PU	O	I_CLS
ภาษา	NN	O	I_CLS
_	PU	O	I_CLS
บราบรี	NN	O	I_CLS
_	PU	O	I_CLS
ไม่	NG	O	I_CLS
มี	VV	O	I_CLS
ภาษา	NN	O	I_CLS
เขียน	VV	O	E_CLS
_	PU	O	O
จึง	CC	O	B_CLS
ไม่	NG	O	I_CLS
สามารถ	AX	O	I_CLS
สื่อสาร	VV	O	I_CLS
กับ	PS	O	I_CLS
โลก	NN	O	I_CLS
ภายนอก	PS	O	I_CLS
ได้	AX	O	E_CLS

นาย	NN	B_TTL	B_CLS
พนมพันธ์	NN	B_PER	I_CLS
กล่าว	VV	O	I_CLS
อีก	AV	O	I_CLS
ว่า	CC	O	E_CLS
_	PU	O	O
หลังจาก	CC	O	B_CLS
รับ	VV	O	I_CLS
เด็ก	NN	O	I_CLS
ชน	NN	O	I_CLS
เผ่า	NN	O	I_CLS
ตองเหลือง	NN	O	I_CLS
มา	AV	O	I_CLS
เรียน	VV	O	I_CLS
หนังสือ	NN	O	I_CLS
ร่วมกับ	PS	O	I_CLS
เด็ก	NN	O	I_CLS
ทั่วไป	AJ	O	E_CLS
_	PU	O	O
ซึ่ง	CC	O	B_CLS
มี	VV	O	I_CLS
ประมาณ	AJ	O	I_CLS
_	PU	O	I_CLS
44	NU	B_NUM	I_CLS
_	PU	O	I_CLS
คน	CL	O	I_CLS
_	PU	O	I_CLS
โรงเรียน	NN	O	I_CLS
ต้อง	AX	O	I_CLS
นำ	VV	O	I_CLS
งบประมาณ	NN	O	E_CLS
ที่	CC	O	B_CLS
ได้รับ	VV	O	I_CLS
จัดสรร	VV	O	I_CLS
สำหรับ	PS	O	I_CLS
เด็ก	NN	O	I_CLS
ทั่วไป	AJ	O	E_CLS
ที่	CC	O	B_CLS
ได้รับ	VV	O	I_CLS
มา	AV	O	I_CLS
หัว	CL	B_MEA	I_CLS
ละ	AJ	I_MEA	I_CLS
_	PU	I_MEA	I_CLS
1,100	NU	I_MEA	I_CLS
_	PU	I_MEA	I_CLS
บาท	NN	I_MEA	I_CLS
ต่อ	PS	I_MEA	I_CLS
ปี	CL	E_MEA	I_CLS
_	PU	O	I_CLS
เฉลี่ย	VV	O	I_CLS
ให้	AV	O	I_CLS
แก่	PS	O	I_CLS
เด็ก	NN	O	I_CLS
จาก	PS	O	I_CLS
ชน	NN	O	I_CLS
เผ่า	NN	O	I_CLS
ตองเหลือง	NN	B_TRM	E_CLS

โดยเฉพาะ	CC	O	B_CLS
ค่า	NN	O	I_CLS
อาหาร	NN	O	I_CLS
กลาง	NN	O	I_CLS
วันที่	NN	O	I_CLS
เด็ก	NN	O	I_CLS
ทั่วไป	AJ	O	I_CLS
จะ	AX	O	I_CLS
ได้	AX	O	I_CLS
หัว	CL	B_MEA	I_CLS
ละ	AJ	I_MEA	I_CLS
_	PU	I_MEA	I_CLS
6	NU	I_MEA	I_CLS
_	PU	I_MEA	I_CLS
บาท	NN	E_MEA	I_CLS
_	PU	O	I_CLS
ก็	CC	O	I_CLS
ต้อง	AX	O	I_CLS
แบ่ง	VV	O	I_CLS
มา	AV	O	I_CLS
ให้	VV	O	I_CLS
แก่	PS	O	I_CLS
เด็ก	NN	O	I_CLS
ชน	NN	O	I_CLS
เผ่า	NN	O	I_CLS
ตองเหลือง	NN	B_TRM	I_CLS
หัว	CL	B_MEA	I_CLS
ละ	AJ	I_MEA	I_CLS
_	PU	I_MEA	I_CLS
3	NU	I_MEA	I_CLS
_	PU	I_MEA	I_CLS
บาท	NN	E_MEA	E_CLS

รวม	VV	O	E_CLS
ทั้ง	CC	O	B_CLS
โรงเรียน	NN	O	I_CLS
ต้อง	AX	O	I_CLS
แบ่ง	VV	O	I_CLS
นม	NN	O	E_CLS
ที่	CC	O	B_CLS
ได้รับ	VV	O	I_CLS
จัดสรร	VV	O	I_CLS
มา	AV	O	I_CLS
ให้	VV	O	I_CLS
แก่	PS	O	I_CLS
เด็ก	NN	O	I_CLS
เหล่า	CL	O	I_CLS
นี้	AJ	O	I_CLS
ด้วย	AV	O	E_CLS
_	PU	O	O
เพื่อ	CC	O	B_CLS
ดึง	VV	O	E_CLS
ให้	CC	O	B_CLS
เด็ก	NN	O	I_CLS
ชน	NN	O	I_CLS
เผ่า	NN	O	I_CLS
ตองเหลือง	NN	B_TRM	I_CLS
มา	AV	O	I_CLS
เรียน	VV	O	I_CLS
หนังสือ	NN	O	I_CLS
ทุก	AJ	O	I_CLS
วัน	CL	O	E_CLS

เพราะ	CC	O	B_CLS
บาง	AJ	O	I_CLS
วัน	CL	O	I_CLS
เด็ก	NN	O	I_CLS
ชน	NN	O	I_CLS
เผ่า	NN	O	I_CLS
ตองเหลือง	NN	B_TRM	I_CLS
มัก	AV	O	I_CLS
จะ	AX	O	I_CLS
หยุด	VV	O	I_CLS
เรียน	VV	O	I_CLS
ตาม	PS	O	I_CLS
พ่อแม่	NN	O	I_CLS
ไป	AV	O	I_CLS
ทำงาน	VV	O	E_CLS

การ	FX	O	B_CLS
ดึง	VV	O	I_CLS
เด็ก	NN	O	I_CLS
ชน	NN	O	I_CLS
เผ่า	NN	O	I_CLS
ตองเหลือง	NN	B_TRM	I_CLS
มา	AV	O	I_CLS
เรียน	VV	O	I_CLS
หนังสือ	NN	O	I_CLS
_	PU	O	I_CLS
ต้อง	AX	O	I_CLS
ใช้	VV	O	I_CLS
ขนม	NN	O	E_CLS
และ	CC	O	B_CLS
นม	NN	O	I_CLS
กล่อง	NN	O	I_CLS
มา	AV	O	I_CLS
ล่อ	VV	O	E_CLS
_	PU	O	O
เพื่อ	CC	O	B_CLS
ให้	CC	O	I_CLS
เด็ก	NN	O	I_CLS
ๆ	PU	O	I_CLS
_	PU	O	I_CLS
อยาก	VV	O	I_CLS
มา	AV	O	I_CLS
โรงเรียน	NN	O	E_CLS

เพราะ	CC	O	B_CLS
วิถี	NN	O	I_CLS
ชีวิต	NN	O	I_CLS
ของ	PS	O	I_CLS
พวก	NN	O	I_CLS
เขา	PR	O	I_CLS
ไม่	NG	O	I_CLS
มี	VV	O	I_CLS
ที่	NN	O	I_CLS
อยู่	VV	O	I_CLS
เป็น	VV	O	I_CLS
หลักแหล่ง	NN	O	I_CLS
_	PU	O	I_CLS
เร่ร่อน	VV	O	I_CLS
ย้าย	VV	O	I_CLS
ที่	NN	O	I_CLS
อยู่	VV	O	E_CLS
และ	CC	O	B_CLS
ไป	AV	O	I_CLS
รับ	VV	O	I_CLS
จ้าง	VV	O	I_CLS
ใน	PS	O	I_CLS
ที่	NN	O	I_CLS
ต่าง	AJ	O	I_CLS
ๆ	PU	O	I_CLS
_	PU	O	I_CLS
อยู่	AX	O	I_CLS
ตลอด	AJ	O	I_CLS
เวลา	NN	O	E_CLS

อีก	CC	O	B_CLS
ทั้ง	CC	O	I_CLS
ทาง	NN	O	I_CLS
โรงเรียน	NN	O	I_CLS
เอง	AJ	O	I_CLS
ไม่	NG	O	I_CLS
มี	VV	O	I_CLS
งบประมาณ	NN	O	I_CLS
เพียงพอ	VV	O	E_CLS
ที่	CC	O	B_CLS
จะ	AX	O	I_CLS
นำ	VV	O	I_CLS
มา	AV	O	I_CLS
ใช้	VV	O	I_CLS
ดูแล	VV	O	I_CLS
เด็ก	NN	O	I_CLS
ได้	AX	O	I_CLS
อย่าง	FX	O	I_CLS
เต็มที่	VV	O	E_CLS

นาย	NN	B_TTL	B_CLS
พนมพันธ์	NN	B_PER	I_CLS
ผู้	FX	O	I_CLS
อำนวยการ	VV	O	I_CLS
โรงเรียน	NN	B_LOC	I_CLS
บ้านท่าวะ	NN	E_LOC	I_CLS
_	PU	O	I_CLS
ระบุ	VV	O	I_CLS
ด้วย	AV	O	I_CLS
ว่า	CC	O	E_CLS
_	PU	O	O
ล่าสุด	AV	O	B_CLS
ได้	AX	O	I_CLS
จัด	VV	O	I_CLS
โครงการ	NN	O	I_CLS
_	PU	O	I_CLS
การ	FX	O	I_CLS
ให้การ	VV	O	I_CLS
ศึกษา	VV	O	I_CLS
เพื่อ	PS	O	I_CLS
ชีวิต	NN	O	I_CLS
ใหม่	VV	O	E_CLS

โดย	CC	O	B_CLS
จะ	AX	O	I_CLS
ขอ	VV	O	I_CLS
รับ	VV	O	I_CLS
การ	FX	O	I_CLS
สนับสนุน	VV	O	I_CLS
จาก	PS	O	I_CLS
หน่วยงาน	NN	O	I_CLS
และ	CC	O	I_CLS
องค์กร	NN	O	I_CLS
ภายนอก	PS	O	I_CLS
ที่	CC	O	I_CLS
มี	VV	O	I_CLS
จิต	NN	O	I_CLS
ศรัทธา	VV	O	E_CLS
_	PU	O	O
เพื่อ	CC	O	B_CLS
นำ	VV	O	I_CLS
เงิน	NN	O	I_CLS
มา	AV	O	I_CLS
เป็น	VV	O	I_CLS
ค่า	NN	O	I_CLS
ใช้จ่าย	VV	O	I_CLS
สำหรับ	PS	O	I_CLS
ซื้อ	VV	O	I_CLS
อุปกรณ์	NN	O	I_CLS
การเรียนการสอน	NN	O	I_CLS
_	PU	O	I_CLS
ชุด	NN	O	I_CLS
นักเรียน	NN	O	E_CLS
และ	CC	O	B_CLS
อาหาร	NN	O	I_CLS
กลาง	NN	O	I_CLS
วัน	NN	O	I_CLS
_	PU	O	I_CLS
รวม	VV	O	I_CLS
ทั้ง	CC	O	I_CLS
นม	NN	O	I_CLS
สำหรับ	PS	O	I_CLS
เด็ก	NN	O	I_CLS
ชน	NN	O	I_CLS
เผ่า	NN	O	I_CLS
ตองเหลือง	NN	O	E_CLS

ขณะเดียวกัน	CC	O	B_CLS
_	PU	O	I_CLS
ยัง	CC	O	I_CLS
มี	VV	O	I_CLS
โครงการ	NN	O	I_CLS
_	PU	O	I_CLS
เกษตร	NN	O	I_CLS
เพื่อ	PS	O	I_CLS
ชีวิต	NN	O	E_CLS
ที่	CC	O	B_CLS
ยั่งยืน	VV	O	E_CLS

โดย	CC	O	B_CLS
แผน	NN	O	I_CLS
งาน	NN	O	I_CLS
ที่	CC	O	I_CLS
วาง	VV	O	I_CLS
ไว้	AV	O	I_CLS
_	PU	O	I_CLS
คือ	VV	O	I_CLS
_	PU	O	I_CLS
การ	FX	O	I_CLS
จัด	VV	O	I_CLS
พื้นที่	NN	O	I_CLS
ภายใน	PS	O	I_CLS
โรงเรียน	NN	O	I_CLS
สำหรับ	PS	O	I_CLS
ปลูก	VV	O	I_CLS
ผัก	NN	O	I_CLS
กาง	VV	O	I_CLS
มุ้ง	NN	O	I_CLS
_	PU	O	I_CLS
การ	FX	O	I_CLS
เลี้ยง	VV	O	I_CLS
ปลาดุก	NN	B_PER	I_CLS
พันธุ์	NN	O	I_CLS
รัสเซีย	NN	O	I_CLS
_	PU	O	I_CLS
การ	FX	O	I_CLS
เลี้ยง	VV	O	I_CLS
ไก่	NN	O	I_CLS
ไข่	NN	O	I_CLS
_	PU	O	I_CLS
สุกร	NN	O	E_CLS

โดย	CC	O	B_CLS
จะ	AX	O	I_CLS
ให้	CC	O	I_CLS
เด็ก	NN	O	I_CLS
นักเรียน	NN	O	I_CLS
ทั้ง	CC	O	I_CLS
เด็ก	NN	O	I_CLS
ทั่วไป	AJ	O	I_CLS
และ	CC	O	I_CLS
เด็ก	NN	O	I_CLS
ชน	NN	O	I_CLS
เผ่า	NN	O	I_CLS
ตองเหลือง	NN	O	I_CLS
ที่	CC	O	I_CLS
มา	AV	O	I_CLS
