เวิลด์แบงก์	NN	B_ORG	B_CLS
โลก	NN	B_LOC	I_CLS
สามารถ	AX	O	I_CLS
ช่วยเหลือ	VV	O	I_CLS
เมือง	NN	O	I_CLS
ต่าง	AJ	O	I_CLS
ๆ	PU	O	I_CLS
_	PU	O	I_CLS
บรรลุ	VV	O	I_CLS
เป้าหมาย	NN	O	I_CLS
การ	FX	O	I_CLS
เติบโต	VV	O	I_CLS
ทาง	NN	O	I_CLS
เศรษฐกิจ	NN	O	E_CLS
_	PU	O	O
และ	CC	O	B_CLS
พัฒนา	VV	O	I_CLS
คุณภาพ	NN	O	I_CLS
ชีวิต	NN	O	I_CLS
ของ	PS	O	I_CLS
ประชาชน	NN	O	E_CLS
ให้	CC	O	B_CLS
ดี	VV	O	I_CLS
ขึ้น	AV	O	E_CLS
_	PU	O	O
โดย	CC	O	B_CLS
ที่	CC	O	I_CLS
ยัง	AX	O	I_CLS
สามารถ	AX	O	I_CLS
รักษา	VV	O	I_CLS
อากาศ	NN	O	I_CLS
_	PU	O	I_CLS
และ	CC	O	I_CLS
น้ำ	NN	O	I_CLS
ให้	CC	O	I_CLS
สะอาด	VV	O	I_CLS
อยู่	AX	O	E_CLS
_	PU	O	O
พร้อม	CC	O	B_CLS
ขยาย	VV	O	I_CLS
พื้นที่	NN	O	I_CLS
สี	NN	O	I_CLS
เขียว	VV	O	I_CLS
ใน	PS	O	I_CLS
เมือง	NN	O	E_CLS

โครงการ	NN	O	B_CLS
ใหม่	VV	O	I_CLS
นี้	AJ	O	I_CLS
_	PU	O	I_CLS
มีการ	FX	O	I_CLS
นำ	VV	O	I_CLS
คณะ	NN	O	I_CLS
ทำงาน	VV	O	E_CLS
ซึ่ง	CC	O	B_CLS
เป็น	VV	O	I_CLS
ผู้	FX	O	I_CLS
เชี่ยวชาญ	VV	O	I_CLS
ใน	PS	O	I_CLS
ด้าน	NN	O	I_CLS
การ	FX	O	I_CLS
วาง	VV	O	I_CLS
ผัง	NN	O	I_CLS
เมือง	NN	O	I_CLS
_	PU	O	I_CLS
ขนส่ง	VV	O	I_CLS
_	PU	O	I_CLS
พลังงาน	NN	O	I_CLS
น้ำ	NN	O	E_CLS
_	PU	O	O
และ	CC	O	B_CLS
บริหาร	VV	O	I_CLS
จัดการ	VV	O	I_CLS
น้ำ	NN	O	I_CLS
_	PU	O	I_CLS
เข้า	AV	O	I_CLS
มา	AV	O	I_CLS
พัฒนา	VV	O	I_CLS
โครงการ	NN	O	E_CLS
_	PU	O	O
พร้อม	CC	O	B_CLS
ดึง	VV	O	I_CLS
แบบอย่าง	NN	O	I_CLS
มา	VV	O	I_CLS
จาก	PS	O	I_CLS
เมือง	NN	O	E_CLS
ที่	CC	O	B_CLS
มีการ	FX	O	I_CLS
บริหาร	VV	O	I_CLS
จัดการ	VV	O	I_CLS
อย่าง	FX	O	I_CLS
ดี	VV	O	I_CLS
ทั่ว	AJ	O	I_CLS
โลก	NN	B_LOC	I_CLS
_	PU	O	I_CLS
อาทิเช่น	CC	O	I_CLS
_	PU	O	I_CLS
สิงคโปร์	NN	B_LOC	I_CLS
_	PU	O	I_CLS
กรุง	NN	B_LOC	I_CLS
สตอกโฮล์ม	NN	E_LOC	I_CLS
ของ	PS	O	I_CLS
สวีเดน	NN	B_LOC	I_CLS
_	PU	O	I_CLS
เมืองโยโกฮามา	NN	B_LOC	I_CLS
ของ	PS	O	I_CLS
ญี่ปุ่น	NN	B_LOC	I_CLS
_	PU	O	I_CLS
และ	CC	O	I_CLS
เมือง	NN	B_LOC	I_CLS
คูริติบา	NN	E_LOC	I_CLS
ของ	PS	O	I_CLS
บราซิล	NN	B_LOC	I_CLS
_	PU	O	I_CLS
เข้า	AV	O	I_CLS
มา	AV	O	I_CLS
รวม	VV	O	I_CLS
อยู่	AX	O	I_CLS
ด้วย	PS	O	E_CLS

ตาม	VV	O	B_CLS
แนวทาง	NN	O	E_CLS
ที่	CC	O	B_CLS
วาง	VV	O	I_CLS
ไว้	AV	O	I_CLS
นั้น	AJ	O	I_CLS
_	PU	O	I_CLS
เมือง	NN	O	I_CLS
ต่าง	AJ	O	I_CLS
ๆ	PU	O	I_CLS
_	PU	O	I_CLS
สามารถ	AX	O	I_CLS
นำ	VV	O	I_CLS
แนวทาง	NN	O	E_CLS
ที่	CC	O	B_CLS
ธนาคาร	NN	O	I_CLS
จัด	VV	O	I_CLS
วาง	VV	O	I_CLS
ไว้	AV	O	E_CLS
ทั้ง	CC	O	B_CLS
ใน	PS	O	I_CLS
ด้าน	NN	O	I_CLS
หลัก	NN	O	I_CLS
ปฏิบัติ	VV	O	I_CLS
_	PU	O	I_CLS
นโยบาย	NN	O	I_CLS
_	PU	O	I_CLS
เครื่องมือ	NN	O	E_CLS
_	PU	O	O
และ	CC	O	B_CLS
วิธี	NN	O	I_CLS
การ	FX	O	I_CLS
ดำเนิน	VV	O	I_CLS
งาน	NN	O	I_CLS
ต่าง	AJ	O	I_CLS
ๆ	PU	O	I_CLS
_	PU	O	I_CLS
ไป	AV	O	I_CLS
ปรับ	VV	O	I_CLS
ใช้	VV	O	E_CLS
ให้	CC	O	B_CLS
สอดคล้อง	VV	O	I_CLS
กับ	PS	O	I_CLS
เงื่อนไข	NN	O	I_CLS
ใน	PS	O	I_CLS
ท้องถิ่น	NN	O	I_CLS
ของ	PS	O	I_CLS
แต่ละ	AJ	O	I_CLS
ราย	CL	O	E_CLS

ธนาคาร	NN	O	B_CLS
โลก	NN	B_LOC	I_CLS
ระบุ	VV	O	I_CLS
ว่า	CC	O	E_CLS
_	PU	O	O
การ	FX	O	B_CLS
ขยาย	VV	O	I_CLS
ตัว	NN	O	I_CLS
ของ	PS	O	I_CLS
เมือง	NN	O	I_CLS
ต่าง	AJ	O	I_CLS
ๆ	PU	O	I_CLS
_	PU	O	I_CLS
ทั่ว	AJ	O	I_CLS
โลก	NN	B_LOC	I_CLS
ราว	AJ	O	I_CLS
_	PU	O	I_CLS
90	NU	B_MEA	I_CLS
%	PU	E_MEA	I_CLS
_	PU	O	I_CLS
อยู่	VV	O	I_CLS
ใน	PS	O	I_CLS
กลุ่ม	NN	O	I_CLS
ประเทศ	NN	O	I_CLS
กำลัง	AX	O	I_CLS
พัฒนา	VV	O	E_CLS
_	PU	O	O
และ	CC	O	B_CLS
การ	FX	O	I_CLS
เติบโต	VV	O	I_CLS
ของ	PS	O	I_CLS
เมือง	NN	O	I_CLS
เหล่า	CL	O	I_CLS
นี้	AJ	O	I_CLS
ก็	CC	O	I_CLS
เป็น	VV	O	I_CLS
ไป	AV	O	I_CLS
อย่าง	FX	O	I_CLS
รวดเร็ว	VV	O	I_CLS
_	PU	O	I_CLS
ส่ง	VV	O	I_CLS
ผล	NN	O	E_CLS
ให้	CC	O	B_CLS
บรรดา	NN	O	I_CLS
นัก	FX	O	I_CLS
วาง	VV	O	I_CLS
ผัง	NN	O	I_CLS
เมือง	NN	O	I_CLS
จำเป็น	VV	O	I_CLS
ต้อง	AX	O	I_CLS
แข่ง	VV	O	I_CLS
กับ	PS	O	I_CLS
เวลา	NN	O	E_CLS
_	PU	O	O
เพื่อ	CC	O	B_CLS
นำ	VV	O	I_CLS
นโยบาย	NN	O	E_CLS
ที่	CC	O	B_CLS
เหมาะสม	VV	O	I_CLS
เข้า	AV	O	I_CLS
มา	AV	O	I_CLS
ใช้	VV	O	I_CLS
_	PU	O	I_CLS
เพื่อ	PS	O	I_CLS
ประโยชน์	NN	O	I_CLS
ของ	PS	O	I_CLS
คน	NN	O	I_CLS
รุ่น	NN	O	I_CLS
ต่อไป	AV	O	E_CLS

โครงการ	NN	O	B_CLS
ดังกล่าว	AJ	O	I_CLS
ถือ	VV	O	I_CLS
เป็น	VV	O	I_CLS
ส่วน	NN	O	I_CLS
หนึ่ง	NU	O	I_CLS
ใน	PS	O	I_CLS
ความ	FX	O	I_CLS
พยายาม	VV	O	I_CLS
ของ	PS	O	I_CLS
ธนาคาร	NN	O	I_CLS
โลก	NN	B_LOC	E_CLS
_	PU	O	O
ที่	CC	O	B_CLS
จะ	AX	O	I_CLS
ส่งเสริม	VV	O	I_CLS
การ	FX	O	I_CLS
พัฒนา	VV	O	I_CLS
อย่าง	FX	O	I_CLS
ยั่งยืน	VV	O	E_CLS
_	PU	O	O
และ	CC	O	B_CLS
ช่วย	VV	O	I_CLS
ลด	VV	O	I_CLS
การ	FX	O	I_CLS
ปล่อย	VV	O	I_CLS
ก๊าซ	NN	O	I_CLS
เรือนกระจก	NN	O	I_CLS
_	PU	O	I_CLS
สาเหตุ	NN	O	E_CLS
ที่	CC	O	B_CLS
ทำให้	CC	O	I_CLS
สภาพ	NN	O	I_CLS
อากาศ	NN	O	I_CLS
โลก	NN	B_LOC	I_CLS
เปลี่ยนแปลง	VV	O	I_CLS
ไป	AV	O	E_CLS

รายงาน	VV	O	B_CLS
ข้าง	NN	O	I_CLS
ต้น	NU	O	I_CLS
ยัง	CC	O	I_CLS
แสดง	VV	O	E_CLS
ให้	CC	O	B_CLS
เห็น	VV	O	I_CLS
ว่า	CC	O	E_CLS
_	PU	O	O
พื้นที่	NN	O	B_CLS
เมือง	NN	O	I_CLS
ของ	PS	O	I_CLS
กลุ่ม	NN	O	I_CLS
ประเทศ	NN	O	I_CLS
กำลัง	AX	O	I_CLS
พัฒนา	VV	O	I_CLS
มีการ	FX	O	I_CLS
ขยาย	VV	O	I_CLS
ตัวอย่าง	NN	O	I_CLS
รวดเร็ว	VV	O	I_CLS
_	PU	O	I_CLS
จาก	PS	O	I_CLS
ประมาณ	AJ	O	I_CLS
_	PU	O	I_CLS
200,000	NU	B_MEA	I_CLS
_	PU	O	I_CLS
ตาราง	CL	B_MEA	I_CLS
กิโลเมตร	CL	E_MEA	I_CLS
_	PU	O	I_CLS
มา	AV	O	I_CLS
อยู่	VV	O	I_CLS
ที่	PS	O	I_CLS
_	PU	O	I_CLS
600,000	NU	O	I_CLS
_	PU	O	I_CLS
ตาราง	CL	B_MEA	I_CLS
กิโลเมตร	CL	E_MEA	I_CLS
_	PU	O	I_CLS
ใน	PS	O	I_CLS
ช่วง	NN	O	I_CLS
ระยะ	NN	O	I_CLS
เวลา	NN	O	I_CLS
_	PU	O	I_CLS
30	NU	B_MEA	I_CLS
_	PU	O	I_CLS
ปี	CL	B_MEA	I_CLS
_	PU	O	I_CLS
หรือ	CC	O	I_CLS
_	PU	O	I_CLS
ระหว่าง	PS	O	I_CLS
ปี	NN	B_DTM	I_CLS
_	PU	O	I_CLS
2543-2573	NU	B_DTM	E_CLS

"	PU	O	B_CLS
อาจ	AX	O	I_CLS
พูด	VV	O	I_CLS
ได้	AX	O	I_CLS
ว่า	CC	O	E_CLS
_	PU	O	O
เรา	PR	O	B_CLS
กำลัง	AX	O	I_CLS
สร้าง	VV	O	I_CLS
โลก	NN	B_LOC	I_CLS
ใหม่	VV	O	I_CLS
ทั้งหมด	AJ	O	I_CLS
_	PU	O	I_CLS
ด้วย	PS	O	I_CLS
อัตรา	NN	O	E_CLS
ที่	CC	O	B_CLS
เร็ว	AV	O	I_CLS
ขึ้น	VV	O	I_CLS
ถึง	PS	O	I_CLS
_	PU	O	I_CLS
10	NU	B_NUM	I_CLS
_	PU	O	I_CLS
เท่า	NN	O	E_CLS
_	PU	O	O
และ	CC	O	B_CLS
เป็น	VV	O	I_CLS
สร้าง	VV	O	I_CLS
ขึ้น	AV	O	I_CLS
จาก	PS	O	I_CLS
ทรัพยากร	NN	O	E_CLS
ที่	CC	O	B_CLS
มี	VV	O	I_CLS
อยู่	AX	O	I_CLS
อย่าง	FX	O	I_CLS
จำกัด	VV	O	I_CLS
"	VV	O	I_CLS
_	PU	O	I_CLS
รายงาน	NN	O	I_CLS
ระบุ	VV	O	E_CLS
_	PU	O	O
พร้อม	CC	O	B_CLS
เสริม	VV	O	I_CLS
ว่า	CC	O	E_CLS
_	PU	O	O
การ	FX	O	B_CLS
ขยาย	VV	O	I_CLS
ตัว	NN	O	I_CLS
ของ	PS	O	I_CLS
เมือง	NN	O	I_CLS
_	PU	O	I_CLS
เป็น	VV	O	I_CLS
เรื่อง	NN	O	E_CLS
ที่	CC	O	B_CLS
หลีกเลี่ยง	VV	O	I_CLS
ไม่	NG	O	I_CLS
ได้	AX	O	E_CLS
_	PU	O	O
เพราะ	CC	O	B_CLS
ผล	NN	O	I_CLS
ผลิต	VV	O	I_CLS
เศรษฐกิจ	NN	O	I_CLS
โลก	NN	B_LOC	I_CLS
โดย	FX	O	I_CLS
เฉลี่ย	VV	O	I_CLS
_	PU	O	I_CLS
75	NU	B_MEA	I_CLS
%	PU	E_MEA	I_CLS
_	PU	O	I_CLS
มา	VV	O	I_CLS
จาก	PS	O	I_CLS
เมือง	NN	O	I_CLS
ต่าง	AJ	O	I_CLS
ๆ	PU	O	E_CLS

และ	CC	O	B_CLS
ใน	PS	O	I_CLS
ประเทศ	NN	O	I_CLS
กำลัง	AX	O	I_CLS
พัฒนา	VV	O	I_CLS
จำนวน	NN	O	I_CLS
มาก	VV	O	I_CLS
_	PU	O	I_CLS
เศรษฐกิจ	NN	O	I_CLS
จาก	PS	O	I_CLS
ตัวเมือง	NN	O	I_CLS
ศูนย์กลาง	NN	O	I_CLS
ต่าง	AJ	O	I_CLS
ๆ	PU	O	I_CLS
_	PU	O	I_CLS
คิด	VV	O	I_CLS
เป็น	VV	O	I_CLS
สัดส่วน	NN	O	I_CLS
ใน	PS	O	I_CLS
เศรษฐกิจ	NN	O	I_CLS
โดย	FX	O	I_CLS
รวม	VV	O	I_CLS
ของ	PS	O	I_CLS
ประเทศ	NN	O	I_CLS
มาก	VV	O	I_CLS
กว่า	AV	O	I_CLS
_	PU	O	I_CLS
60	NU	B_MEA	I_CLS
%	PU	E_MEA	E_CLS

รายงาน	VV	O	B_CLS
ชี้	VV	O	I_CLS
ด้วย	AV	O	I_CLS
ว่า	CC	O	E_CLS
_	PU	O	O
การ	FX	O	B_CLS
ขาด	VV	O	I_CLS
การ	FX	O	I_CLS
วาง	VV	O	I_CLS
แผนที่	NN	O	I_CLS
ดี	AV	O	E_CLS
_	PU	O	O
และ	CC	O	B_CLS
การ	FX	O	I_CLS
ขยาย	VV	O	I_CLS
ตัว	NN	O	I_CLS
ของ	PS	O	I_CLS
ประชากร	NN	O	I_CLS
อย่าง	FX	O	I_CLS
รวดเร็ว	VV	O	E_CLS
_	PU	O	O
ทำให้	CC	O	B_CLS
เกิด	VV	O	I_CLS
มลภาวะ	NN	O	I_CLS
ใน	PS	O	I_CLS
ด้าน	NN	O	I_CLS
ต่าง	AJ	O	I_CLS
ๆ	PU	O	I_CLS
_	PU	O	I_CLS
รวม	VV	O	I_CLS
ถึง	PS	O	I_CLS
สภาพ	NN	O	I_CLS
สุขอนามัย	NN	O	E_CLS
ที่	CC	O	B_CLS
ย่ำแย่	VV	O	E_CLS
_	PU	O	O
และ	CC	O	B_CLS
ทำให้	CC	O	I_CLS
เกิด	VV	O	I_CLS
ชุมชน	NN	O	I_CLS
แออัด	VV	O	I_CLS
ผุด	VV	O	I_CLS
ขึ้น	AV	O	I_CLS
เป็น	VV	O	I_CLS
ดอก	NN	O	I_CLS
เห็ด	NN	O	E_CLS

โดย	CC	O	B_CLS
จาก	PS	O	I_CLS
การ	FX	O	I_CLS
คำนวณ	VV	O	I_CLS
แสดง	VV	O	E_CLS
ให้	CC	O	B_CLS
เห็น	VV	O	I_CLS
ว่า	CC	O	E_CLS
_	PU	O	O
หาก	CC	O	B_CLS
การ	FX	O	I_CLS
พัฒนา	VV	O	I_CLS
เมือง	NN	O	E_CLS
_	PU	O	O
และ	CC	O	B_CLS
บริโภค	VV	O	I_CLS
ทรัพยากร	NN	O	I_CLS
ของ	PS	O	I_CLS
ประเทศ	NN	O	I_CLS
กำลัง	AX	O	I_CLS
พัฒนา	VV	O	I_CLS
_	PU	O	I_CLS
อยู่	VV	O	I_CLS
ใน	PS	O	I_CLS
ระดับ	NN	O	I_CLS
เดียว	NU	O	I_CLS
กับ	PS	O	I_CLS
ของ	PS	O	I_CLS
ประเทศ	NN	O	I_CLS
พัฒนา	VV	O	I_CLS
แล้ว	AX	O	I_CLS
_	PU	O	I_CLS
จำเป็น	VV	O	I_CLS
ต้อง	AX	O	I_CLS
ใช้	VV	O	I_CLS
ทรัพยากร	NN	O	E_CLS
ที่	CC	O	B_CLS
มี	VV	O	I_CLS
ขนาด	NN	O	I_CLS
ใหญ่	VV	O	I_CLS
เท่า	VV	O	I_CLS
กับ	PS	O	I_CLS
โลก	NN	B_LOC	I_CLS
ถึง	PS	O	I_CLS
_	PU	O	I_CLS
4	NU	B_MEA	I_CLS
_	PU	O	I_CLS
โลก	NN	B_LOC	I_CLS
มา	AV	O	I_CLS
รวม	VV	O	I_CLS
กัน	AV	O	E_CLS
_	PU	O	O
เพื่อ	CC	O	B_CLS
สนับสนุน	VV	O	I_CLS
การ	FX	O	I_CLS
เติบโต	VV	O	I_CLS
อย่าง	FX	O	I_CLS
ยั่งยืน	VV	O	E_CLS

