น้า	NN	B_TTL	B_CLS
พาณิชยารมณ์	NN	E_PER	I_CLS
_	PU	O	I_CLS
ผจก.	NN	O	I_CLS
หวั่น	VV	O	I_CLS
โดน	AX	O	I_CLS
โกง	VV	O	E_CLS
_	PU	O	O
ถ้า	CC	O	B_CLS
ครบ	VV	O	I_CLS
ยก	NN	O	I_CLS
เกม	NN	O	I_CLS
สูสี	VV	O	I_CLS
ย้ำ	VV	O	I_CLS
น็อก	VV	O	I_CLS
ได้	AX	O	I_CLS
น็อก	VV	O	I_CLS
เลย	AV	O	E_CLS

ความ	FX	O	B_CLS
คืบหน้า	VV	O	I_CLS
การ	FX	O	I_CLS
ชก	VV	O	I_CLS
ชิง	VV	O	I_CLS
แชมป์	NN	O	I_CLS
โลก	NN	O	E_CLS
ที่	CC	O	B_CLS
ว่าง	VV	O	I_CLS
_	PU	O	I_CLS
รุ่น	NN	O	I_CLS
จูเนียร์	VV	O	I_CLS
แบนตัมเวท	NN	O	I_CLS
_	PU	O	I_CLS
(	PU	O	I_CLS
115	NU	B_MEA	I_CLS
_	PU	O	I_CLS
ปอนด์	CL	B_MEA	I_CLS
)	PU	O	I_CLS
_	PU	O	I_CLS
องค์กร	NN	B_ORG	I_CLS
มวย	NN	I_ORG	I_CLS
โลก	NN	E_ORG	I_CLS
_	PU	O	I_CLS
(	PU	O	I_CLS
ดับเบิลยูบีโอ	NN	B_ORG	I_CLS
)	PU	O	I_CLS
_	PU	O	I_CLS
ระหว่าง	PS	O	I_CLS
_	PU	O	I_CLS
"	PU	O	I_CLS
บัก	NN	B_TTL	I_CLS
มวล	NN	B_PER	I_CLS
"	PU	O	I_CLS
_	PU	O	I_CLS
ประมวลศักดิ์	NN	B_PER	I_CLS
_	PU	O	I_CLS
รอง	NN	O	I_CLS
เบอร์	NN	O	I_CLS
_	PU	O	I_CLS
1	NU	O	I_CLS
_	PU	O	I_CLS
ชาว	FX	O	I_CLS
ไทย	NN	B_LOC	I_CLS
_	PU	O	I_CLS
กับ	PS	O	I_CLS
_	PU	O	I_CLS
โฮเซ่	NN	B_PER	I_CLS
_	PU	I_PER	I_CLS
โลเปซ	NN	E_PER	I_CLS
_	PU	O	I_CLS
รอง	NN	O	I_CLS
เบอร์	NN	O	I_CLS
_	PU	O	I_CLS
2	NU	O	I_CLS
_	PU	O	I_CLS
ชาว	FX	O	I_CLS
เปอร์โตริกัน	NN	B_LOC	I_CLS
_	PU	O	I_CLS
ที่	PS	O	I_CLS
เมือง	NN	B_LOC	I_CLS
บายามอน	NN	E_LOC	I_CLS
_	PU	O	I_CLS
ประเทศ	NN	B_LOC	I_CLS
เปอร์โตริโก	NN	E_LOC	I_CLS
_	PU	O	I_CLS
ใน	PS	O	I_CLS
วัน	NN	B_DTM	I_CLS
อาทิตย์	NN	I_DTM	I_CLS
ที่	PS	I_DTM	I_CLS
_	PU	I_DTM	I_CLS
29	NU	I_DTM	I_CLS
_	PU	I_DTM	I_CLS
มีนาคม	NN	E_DTM	I_CLS
นี้	AJ	O	I_CLS
_	PU	O	I_CLS
ช่อง	NN	B_ORG	I_CLS
_	PU	I_ORG	I_CLS
7	NU	I_ORG	I_CLS
_	PU	I_ORG	I_CLS
สี	NN	E_ORG	I_CLS
ถ่ายทอด	VV	O	I_CLS
สด	AV	O	I_CLS
เวลา	NN	B_DTM	I_CLS
_	PU	I_DTM	I_CLS
10.00	NU	I_DTM	I_CLS
_	PU	I_DTM	I_CLS
น.	CL	E_DTM	I_CLS
เป็นต้นไป	AV	O	E_CLS

ล่าสุด	AV	O	B_CLS
เมื่อ	PS	O	I_CLS
วันที่	NN	B_DTM	I_CLS
_	PU	I_DTM	I_CLS
28	NU	I_DTM	I_CLS
_	PU	I_DTM	I_CLS
มีนาคม	NN	E_DTM	I_CLS
_	PU	O	I_CLS
ที่	CC	O	I_CLS
ผ่าน	VV	O	I_CLS
มา	AV	O	I_CLS
_	PU	O	I_CLS
ได้	AX	O	I_CLS
มีการ	FX	O	I_CLS
ชั่ง	VV	O	I_CLS
น้ำหนัก	NN	O	I_CLS
อย่าง	FX	O	I_CLS
เป็น	VV	O	I_CLS
ทางการ	NN	O	I_CLS
_	PU	O	I_CLS
โดย	CC	O	I_CLS
ทั้ง	CC	O	I_CLS
ประมวลศักดิ์	NN	B_PER	I_CLS
_	PU	O	I_CLS
และ	CC	O	I_CLS
_	PU	O	I_CLS
โลเปซ	NN	B_PER	I_CLS
_	PU	O	I_CLS
ผ่าน	VV	O	I_CLS
การ	FX	O	I_CLS
ชั่ง	VV	O	I_CLS
น้ำหนัก	NN	O	I_CLS
อย่าง	FX	O	I_CLS
ไม่	NG	O	I_CLS
มี	VV	O	I_CLS
ปัญหา	NN	O	I_CLS
_	PU	O	I_CLS
ต่ำ	VV	O	I_CLS
กว่า	AV	O	I_CLS
พิกัด	NN	O	I_CLS
ทั้ง	AJ	O	I_CLS
คู่	NN	O	E_CLS

โดย	CC	O	B_CLS
นัก	FX	O	I_CLS
ชก	VV	O	I_CLS
ไทย	NN	B_LOC	I_CLS
ชั่ง	VV	O	I_CLS
ได้	AX	O	I_CLS
_	PU	O	I_CLS
114.4	NU	B_MEA	I_CLS
_	PU	O	I_CLS
ปอนด์	CL	B_MEA	E_CLS

ส่วน	CC	O	B_CLS
นัก	FX	O	I_CLS
ชก	VV	O	I_CLS
เจ้าถิ่น	NN	O	I_CLS
ชั่ง	VV	O	I_CLS
ได้	AX	O	I_CLS
_	PU	O	I_CLS
114.9	NU	B_MEA	I_CLS
_	PU	O	I_CLS
ปอนด์	CL	B_MEA	E_CLS

หลัง	PS	O	B_CLS
การ	FX	O	I_CLS
ชั่ง	VV	O	I_CLS
น้ำหนัก	NN	O	I_CLS
_	PU	O	I_CLS
ประมวลศักดิ์	NN	B_PER	I_CLS
_	PU	O	I_CLS
นัก	FX	O	I_CLS
ชก	VV	O	I_CLS
จอม	NN	O	I_CLS
เก๋า	VV	O	I_CLS
จาก	PS	O	I_CLS
_	PU	O	I_CLS
จ.	NN	B_LOC	I_CLS
มหาสารคาม	NN	E_LOC	I_CLS
_	PU	O	I_CLS
กล่าว	VV	O	I_CLS
ว่า	CC	O	E_CLS

ครั้ง	CL	O	B_CLS
นี้	AJ	O	I_CLS
เปรียบ	VV	O	I_CLS
ได้	AX	O	I_CLS
กับ	PS	O	I_CLS
รถไฟ	NN	O	I_CLS
เที่ยว	NN	O	I_CLS
สุดท้าย	NU	O	E_CLS
_	PU	O	O
เพราะ	CC	O	B_CLS
ตน	PR	O	I_CLS
อายุ	NN	O	I_CLS
มาก	VV	O	I_CLS
แล้ว	AX	O	E_CLS
_	PU	O	O
ดังนั้น	CC	O	B_CLS
การ	FX	O	I_CLS
ชก	VV	O	I_CLS
หน	NN	O	I_CLS
นี้	AJ	O	I_CLS
ใส่	VV	O	I_CLS
เต็มที่	AV	O	I_CLS
แน่นอน	AV	O	E_CLS
_	PU	O	O
และ	CC	O	B_CLS
เชื่อ	VV	O	E_CLS
ว่า	CC	O	B_CLS
จะ	AX	O	I_CLS
ใช้	VV	O	I_CLS
ประสบการณ์	NN	O	E_CLS
ที่	CC	O	B_CLS
ชก	VV	O	I_CLS
มวย	NN	O	I_CLS
มา	AV	O	I_CLS
นาน	VV	O	I_CLS
_	PU	O	I_CLS
ทั้ง	CC	O	I_CLS
_	PU	O	I_CLS
มวย	NN	O	I_CLS
ไทย	NN	B_LOC	I_CLS
_	PU	O	I_CLS
มวย	NN	O	I_CLS
สากล	NN	O	I_CLS
สมัครเล่น	AJ	O	I_CLS
_	PU	O	I_CLS
และ	CC	O	I_CLS
มวย	NN	O	I_CLS
สากล	NN	O	I_CLS
อาชีพ	AJ	O	I_CLS
_	PU	O	I_CLS
นำ	VV	O	I_CLS
เข็มขัด	NN	O	I_CLS
แชมป์	NN	O	I_CLS
เส้น	CL	O	I_CLS
นี้	AJ	O	I_CLS
กลับ	VV	O	I_CLS
เมือง	NN	O	I_CLS
ไทย	NN	B_LOC	I_CLS
ให้	CC	O	I_CLS
ได้	AX	O	E_CLS

ขณะ	CC	O	B_CLS
ที่	CC	O	I_CLS
_	PU	O	I_CLS
โลเปซ	NN	B_PER	I_CLS
_	PU	O	I_CLS
กล่าว	VV	O	I_CLS
ว่า	CC	O	E_CLS
_	PU	O	O
ผ่าน	VV	O	B_CLS
การ	FX	O	I_CLS
ฟิต	VV	O	I_CLS
ซ้อม	VV	O	I_CLS
มา	AV	O	I_CLS
อย่าง	FX	O	I_CLS
ดี	VV	O	E_CLS
_	PU	O	O
และ	CC	O	B_CLS
การ	FX	O	I_CLS
ชก	VV	O	I_CLS
ครั้ง	CL	O	I_CLS
นี้	AJ	O	I_CLS
ถือ	VV	O	E_CLS
ว่า	CC	O	B_CLS
เป็น	VV	O	I_CLS
การ	FX	O	I_CLS
ชก	VV	O	I_CLS
ใน	PS	O	I_CLS
บ้าน	NN	O	I_CLS
_	PU	O	I_CLS
เสียง	NN	O	I_CLS
เชียร์	VV	O	I_CLS
กำลังใจ	NN	O	I_CLS
จึง	CC	O	I_CLS
ได้	AX	O	I_CLS
เปรียบ	VV	O	E_CLS
_	PU	O	O
จึง	CC	O	B_CLS
ต้อง	AX	O	I_CLS
โชว์	VV	O	I_CLS
ฟอร์ม	NN	O	E_CLS
ให้	CC	O	B_CLS
ดี	VV	O	I_CLS
ที่สุด	AV	O	E_CLS

และ	CC	O	B_CLS
ขอ	VV	O	I_CLS
ย้ำ	VV	O	I_CLS
เหมือน	VV	O	I_CLS
เดิม	AV	O	I_CLS
ว่า	CC	O	E_CLS
_	PU	O	O
จะ	AX	O	B_CLS
เผด็จ	VV	O	I_CLS
ศึก	NN	O	I_CLS
นัก	FX	O	I_CLS
ชก	VV	O	I_CLS
ไทย	NN	B_LOC	I_CLS
ไม่	NG	O	I_CLS
ครบ	VV	O	I_CLS
ยก	NN	O	E_CLS

ส่วน	CC	O	B_CLS
จะ	AX	O	I_CLS
น็อก	VV	O	I_CLS
ยก	NN	O	I_CLS
ไหน	AJ	O	I_CLS
นั้น	AJ	O	E_CLS
ให้	CC	O	B_CLS
ติดตาม	VV	O	I_CLS
กัน	AV	O	E_CLS

ด้าน	NN	O	B_CLS
_	PU	O	I_CLS
"	PU	O	I_CLS
เสี่ยโก้	NN	B_PER	I_CLS
"	PU	O	I_CLS
_	PU	O	I_CLS
นาย	NN	B_TTL	I_CLS
ก่อเกียรติ	NN	B_PER	I_CLS
_	PU	I_PER	I_CLS
พาณิชยารมณ์	NN	E_PER	I_CLS
_	PU	O	I_CLS
ผู้	FX	O	I_CLS
จัดการ	VV	O	I_CLS
ส่วน	NN	O	I_CLS
ตัว	NN	O	I_CLS
ประมวลศักดิ์	NN	B_PER	I_CLS
_	PU	O	I_CLS
กล่าว	VV	O	I_CLS
ว่า	CC	O	E_CLS

ตอน	NN	O	B_CLS
นี้	AJ	O	I_CLS
เป็นห่วง	VV	O	I_CLS
อย่าง	CL	B_MEA	I_CLS
เดียว	NU	E_MEA	I_CLS
คือ	VV	O	I_CLS
_	PU	O	I_CLS
ถูก	AX	O	I_CLS
โกง	VV	O	E_CLS
_	PU	O	O
ถ้า	CC	O	B_CLS
ครบ	VV	O	I_CLS
ยก	NN	O	I_CLS
สูสี	VV	O	I_CLS
เรา	PR	O	I_CLS
แพ้	VV	O	I_CLS
แน่	PR	O	I_CLS
_	PU	O	I_CLS
เมื่อ	PS	B_DTM	I_CLS
วาน	NN	I_DTM	I_CLS
นี้	AJ	E_DTM	I_CLS
ได้	AX	O	I_CLS
ส่ง	VV	O	I_CLS
หนังสือ	NN	O	I_CLS
ประท้วง	VV	O	I_CLS
ถึง	PS	O	I_CLS
องค์กร	NN	B_ORG	I_CLS
มวยโลก	NN	E_ORG	I_CLS
_	PU	O	I_CLS
เรื่อง	NN	O	I_CLS
กรรมการ	NN	O	E_CLS
_	PU	O	O
เพราะ	CC	O	B_CLS
เห็น	VV	O	I_CLS
แล้ว	AX	O	I_CLS
ไม่	NG	O	I_CLS
เป็น	VV	O	I_CLS
กลาง	NN	O	I_CLS
สำหรับ	PS	O	I_CLS
นัก	FX	O	I_CLS
มวย	NN	O	I_CLS
ไทย	NN	B_LOC	E_CLS
_	PU	O	O
เพราะ	CC	O	B_CLS
มี	VV	O	I_CLS
แต่	CC	O	I_CLS
กรรมการ	NN	O	I_CLS
จาก	PS	O	I_CLS
แผ่นดิน	NN	O	I_CLS
อเมริกัน	NN	B_LOC	E_CLS

และ	CC	O	B_CLS
มี	VV	O	I_CLS
กรรมการ	NN	O	I_CLS
ชาติ	NN	O	I_CLS
เดียว	NU	O	I_CLS
กับ	PS	O	I_CLS
_	PU	O	I_CLS
โลเปซ	NN	B_PER	I_CLS
_	PU	O	I_CLS
ถึง	PS	O	I_CLS
_	PU	O	I_CLS
2	NU	B_NUM	I_CLS
_	PU	O	I_CLS
คน	CL	B_MEA	I_CLS
_	PU	O	I_CLS
อาทิ	CC	O	I_CLS
_	PU	O	I_CLS
สักขีพยาน	NN	O	I_CLS
_	PU	O	I_CLS
คือ	VV	O	I_CLS
_	PU	O	I_CLS
ฮอร์เก	NN	B_PER	I_CLS
_	PU	I_PER	I_CLS
โมลินา	NN	E_PER	I_CLS
_	PU	O	I_CLS
จาก	PS	O	I_CLS
อาร์เจนตินา	NN	B_LOC	I_CLS
,	PU	O	I_CLS
_	PU	O	I_CLS
กรรมการ	NN	O	I_CLS
ผู้	FX	O	I_CLS
ห้าม	VV	O	I_CLS
บน	PS	O	I_CLS
เวที	NN	O	I_CLS
_	PU	O	I_CLS
หลุยส์	NN	B_PER	I_CLS
_	PU	I_PER	I_CLS
พาบอน	NN	E_PER	I_CLS
_	PU	O	I_CLS
จาก	PS	O	I_CLS
เปอร์โตริโก	NN	B_LOC	I_CLS
,	PU	O	E_CLS

กรรมการ	NN	O	B_CLS
ให้	VV	O	I_CLS
คะแนน	NN	O	I_CLS
_	PU	O	I_CLS
3	NU	B_NUM	I_CLS
_	PU	O	I_CLS
คน	CL	B_MEA	I_CLS
_	PU	O	I_CLS
คือ	VV	O	I_CLS
_	PU	O	I_CLS
คาร์ลอส	NN	B_PER	I_CLS
_	PU	I_PER	I_CLS
โคลอน	NN	E_PER	I_CLS
_	PU	O	I_CLS
จาก	PS	O	I_CLS
เปอร์โตริโก	NN	B_LOC	I_CLS
,	PU	O	I_CLS
_	PU	O	I_CLS
ลิซ่า	NN	B_PER	I_CLS
_	PU	I_PER	I_CLS
เกียมปา	NN	E_PER	I_CLS
_	PU	O	I_CLS
จาก	PS	O	I_CLS
สหรัฐ	NN	B_ORG	I_CLS
_	PU	O	I_CLS
และ	CC	O	I_CLS
ซี	NN	B_PER	I_CLS
_	PU	I_PER	I_CLS
เจ	NN	I_PER	I_CLS
_	PU	I_PER	I_CLS
รอสส์	NN	E_PER	I_CLS
_	PU	O	I_CLS
จาก	PS	O	I_CLS
สหรัฐ	NN	B_ORG	E_CLS

"	PU	O	B_CLS
ผม	PR	O	I_CLS
ได้	AX	O	I_CLS
ย้ำ	VV	O	I_CLS
ประมวลศักดิ์	NN	B_PER	I_CLS
หลาย	AJ	O	I_CLS
ครั้ง	CL	O	I_CLS
ว่า	CC	O	E_CLS
_	PU	O	O
ถ้า	CC	O	B_CLS
มี	VV	O	I_CLS
โอกาส	NN	O	I_CLS
น็อก	VV	O	I_CLS
ได้	AX	O	I_CLS
ต้อง	AX	O	I_CLS
รีบ	AV	O	I_CLS
น็อก	VV	O	I_CLS
ทันที	AV	O	E_CLS
_	PU	O	O
เพราะ	CC	O	B_CLS
จะ	AX	O	I_CLS
ได้	AX	O	I_CLS
ไม่	NG	O	I_CLS
ต้อง	AX	O	I_CLS
ไป	AV	O	I_CLS
ลุ้น	VV	O	I_CLS
ถึง	PS	O	I_CLS
การ	FX	O	I_CLS
ให้	VV	O	I_CLS
คะแนน	NN	O	E_CLS

และ	CC	O	B_CLS
หาก	CC	O	I_CLS
ประมวลศักดิ์	VV	O	I_CLS
เอา	VV	O	I_CLS
เข็มขัด	NN	O	I_CLS
แชมป์	NN	O	I_CLS
กลับ	VV	O	I_CLS
เมือง	NN	B_LOC	I_CLS
ไทย	NN	E_LOC	I_CLS
ได้	AX	O	I_CLS
_	PU	O	I_CLS
จะ	AX	O	I_CLS
เตรียม	VV	O	I_CLS
อัดฉีด	VV	O	I_CLS
เต็มที่	AV	O	I_CLS
_	PU	O	I_CLS
รับรอง	VV	O	E_CLS
ว่า	CC	O	B_CLS
กลับ	VV	O	I_CLS
มา	AV	O	I_CLS
เมือง	NN	B_LOC	I_CLS
ไทย	NN	E_LOC	I_CLS
ต้อง	AX	O	I_CLS
เป็น	VV	O	I_CLS
เสี่ย	NN	O	I_CLS
ใหม่	VV	O	I_CLS
แน่นอน	AV	O	E_CLS

เพราะ	CC	O	B_CLS
ขณะนี้	NN	O	I_CLS
มี	VV	O	I_CLS
นายห้าง	NN	O	I_CLS
หลาย	AJ	O	I_CLS
คน	CL	O	I_CLS
เตรียม	VV	O	I_CLS
อัดฉีด	VV	O	I_CLS
ไว้	AV	O	I_CLS
อย่าง	FX	O	I_CLS
งาม	VV	O	I_CLS
"	PU	O	I_CLS
_	PU	O	I_CLS
เสี่ยโก้	NN	B_PER	I_CLS
_	PU	O	I_CLS
กล่าว	VV	O	E_CLS

