จนท.	NN	B	B_CLS
กันยายน	NN	I_DTM	I_CLS
_	PU	I_DTM	I_CLS
2544	NU	E_DTM	E_CLS
_	PU	O	O
แต่	CC	O	B_CLS
ร่องรอย	NN	O	I_CLS
ของ	PS	O	I_CLS
อุสมา	NN	B_PER	I_CLS
_	PU	I_PER	I_CLS
บิน	NN	I_PER	I_CLS
_	PU	I_PER	I_CLS
ลาเดน	NN	E_PER	I_CLS
_	PU	O	I_CLS
ผู้นำ	NN	O	I_CLS
เครือข่าย	NN	O	I_CLS
ก่อการ	VV	O	I_CLS
ร้าย	VV	O	I_CLS
อัล_ไกดา	NN	B_ORG	I_CLS
_	PU	O	I_CLS
ยังคง	AX	O	I_CLS
ไม่	NG	O	I_CLS
ปรากฏ	VV	O	E_CLS
ให้	CC	O	B_CLS
เห็น	VV	O	E_CLS

ขณะ	CC	O	B_CLS
ที่	CC	O	I_CLS
หน่วย	NN	B_ORG	I_CLS
คอมมานโด	NN	E_ORG	I_CLS
ของ	PS	O	I_CLS
สหรัฐ	NN	B_ORG	I_CLS
_	PU	O	I_CLS
ที่	CC	O	I_CLS
มี	VV	O	I_CLS
ภารกิจ	NN	O	I_CLS
ไล่	VV	O	I_CLS
ล่า	VV	O	I_CLS
บิน_ลาเดน	NN	B_PER	E_CLS
_	PU	O	O
ไม่ว่า	CC	O	B_CLS
จะ	AX	O	I_CLS
เป็น	VV	O	I_CLS
การ	FX	O	I_CLS
จับ	VV	O	I_CLS
เป็น	VV	O	E_CLS
หรือ	CC	O	B_CLS
จับ	VV	O	I_CLS
ตาย	VV	O	E_CLS
_	PU	O	O
ก็	CC	O	B_CLS
ยัง	AX	O	I_CLS
ไม่	NG	O	I_CLS
มี	VV	O	I_CLS
ข่าว	NN	O	E_CLS
ที่	CC	O	B_CLS
เชื่อถือ	VV	O	I_CLS
ได้	AX	O	I_CLS
เกี่ยวกับ	VV	O	I_CLS
ตัว	NN	O	I_CLS
เขา	PR	O	I_CLS
มา	AV	O	I_CLS
นาน	VV	O	I_CLS
กว่า	AJ	O	I_CLS
_	PU	O	I_CLS
2	NU	B_MEA	I_CLS
_	PU	I_MEA	I_CLS
ปี	CL	E_MEA	I_CLS
แล้ว	AX	O	E_CLS

โดย	CC	O	B_CLS
ขณะนี้	NN	O	I_CLS
หน่วย	NN	O	I_CLS
ข่าว	NN	O	I_CLS
กรอง	VV	O	E_CLS
อัน	CC	O	B_CLS
กว้างใหญ่	VV	O	I_CLS
ของ	PS	O	I_CLS
สหรัฐ	NN	B_ORG	I_CLS
_	PU	O	I_CLS
ไม่	NG	O	I_CLS
มี	VV	O	I_CLS
ข่าว	NN	O	I_CLS
กรอง	VV	O	I_CLS
_	PU	O	I_CLS
ไม่	NG	O	I_CLS
มี	VV	O	I_CLS
ความ	FX	O	I_CLS
คืบหน้า	VV	O	I_CLS
จาก	PS	O	I_CLS
สาย	NN	O	I_CLS
ข่าว	NN	O	I_CLS
_	PU	O	I_CLS
ไม่	NG	O	I_CLS
มี	VV	O	I_CLS
สัญญาณ	NN	O	I_CLS
จาก	PS	O	I_CLS
เครื่อง	NN	O	I_CLS
ดัก	VV	O	I_CLS
ฟัง	VV	O	I_CLS
อิเล็คทรอนิคส์	NN	O	E_CLS
_	PU	O	O
และ	CC	O	B_CLS
ไม่	NG	O	I_CLS
มี	VV	O	I_CLS
สิ่ง	NN	O	I_CLS
บ่งชี้	VV	O	I_CLS
จาก	PS	O	I_CLS
ภาพถ่าย	NN	O	I_CLS
ดาวเทียม	NN	O	E_CLS
_	PU	O	O
ที่	CC	O	B_CLS
จะ	AX	O	I_CLS
นำ	VV	O	I_CLS
พวก	NN	O	I_CLS
เขา	PR	O	I_CLS
เข้า	AV	O	I_CLS
ไป	AV	O	I_CLS
ใกล้	VV	O	I_CLS
ตัว	NN	O	I_CLS
บิน_ลาเดน	NN	B_PER	I_CLS
_	PU	O	I_CLS
ได้	AX	O	I_CLS
เลย	AV	O	E_CLS

แหล่ง	NN	O	B_CLS
ข่าว	NN	O	I_CLS
กล่าว	VV	O	I_CLS
ว่า	CC	O	I_CLS
_	PU	O	I_CLS
ข้อมูล	NN	O	I_CLS
ที่	CC	O	I_CLS
มี	VV	O	I_CLS
อยู่	AX	O	I_CLS
ใน	PS	O	I_CLS
มือ	NN	O	I_CLS
ทั้งหมด	AJ	O	I_CLS
_	PU	O	I_CLS
ไม่	NG	O	I_CLS
ใช่	VV	O	I_CLS
ข่าว	NN	O	I_CLS
กรอง	VV	O	E_CLS
ที่	CC	O	B_CLS
ชัดเจน	VV	O	E_CLS
ที่	CC	O	B_CLS
จะ	AX	O	I_CLS
นำ	VV	O	I_CLS
ไป	AV	O	I_CLS
สู่	PS	O	I_CLS
การ	FX	O	I_CLS
จับกุม	VV	O	I_CLS
บินลาเดน	NN	B_PER	I_CLS
ได้	AX	O	E_CLS

แต่	CC	O	B_CLS
รอง	NN	B_DES	I_CLS
ประธานาธิบดี	NN	I_DES	I_CLS
ดิ๊ก	NN	B_PER	I_CLS
_	PU	I_PER	I_CLS
เชนีย์	NN	E_PER	I_CLS
ไม่	NG	O	I_CLS
เห็นด้วย	VV	O	I_CLS
กับ	PS	O	I_CLS
การ	FX	O	I_CLS
ประเมิน	VV	O	I_CLS
ครั้ง	CL	O	I_CLS
นี้	AJ	O	E_CLS

โดย	CC	O	B_CLS
เขา	PR	O	I_CLS
ได้	AX	O	I_CLS
กล่าว	VV	O	I_CLS
ในระหว่าง	PS	O	I_CLS
ให้	VV	O	I_CLS
สัมภาษณ์	NN	O	I_CLS
สถานี	NN	B_ORG	I_CLS
โทรทัศน์	NN	I_ORG	I_CLS
เอ็นบีซี	NN	E_ORG	I_CLS
ว่า	CC	O	E_CLS
_	PU	O	O
ยังคง	AX	O	B_CLS
มีการ	FX	O	I_CLS
เคลื่อนไหว	VV	O	E_CLS
และ	CC	O	B_CLS
รุกคืบ	VV	O	I_CLS
ใน	PS	O	I_CLS
การ	FX	O	I_CLS
ล่า	VV	O	I_CLS
ตัว	NN	O	I_CLS
บิน_ลาเดน	NN	B_PER	I_CLS
_	PU	O	I_CLS
อยู่	AX	O	I_CLS
ตลอด	AJ	O	I_CLS
เวลา	NN	O	E_CLS
_	PU	O	O
แต่	CC	O	B_CLS
ถึง	PS	O	I_CLS
ฆ่า	VV	O	I_CLS
บิน_ลาเดน	NN	B_PER	I_CLS
_	PU	O	I_CLS
ได้	AX	O	I_CLS
ใน	PS	O	I_CLS
วันพรุ่งนี้	NN	O	E_CLS

การ	FX	O	B_CLS
กวาดล้าง	VV	O	I_CLS
อัล_ไกดา	NN	B_ORG	E_CLS
_	PU	O	O
ก็	CC	O	B_CLS
ยัง	AX	O	I_CLS
คงอยู่	VV	O	I_CLS
ต่อไป	AV	O	E_CLS
_	PU	O	O
แต่	CC	O	B_CLS
บิน_ลาเดน	NN	B_PER	I_CLS
_	PU	O	I_CLS
เป็น	VV	O	I_CLS
เป้าหมาย	NN	O	I_CLS
หลัก	NN	O	I_CLS
มา	VV	O	I_CLS
ตั้งแต่	PS	O	I_CLS
ต้น	NU	O	I_CLS
อยู่แล้ว	AX	O	E_CLS
_	PU	O	O
และ	CC	O	B_CLS
ความ	FX	O	I_CLS
สนใจ	VV	O	E_CLS
หรือ	CC	O	B_CLS
ปฏิบัติ	VV	O	I_CLS
การ	FX	O	I_CLS
ไม่	NG	O	I_CLS
ได้	AX	O	I_CLS
ลด	VV	O	I_CLS
น้อย	VV	O	I_CLS
ลง	AV	O	I_CLS
แต่อย่างใด	AV	O	E_CLS

ทั้งนี้	CC	O	B_CLS
_	PU	O	I_CLS
เชื่อ	VV	O	E_CLS
ว่า	CC	O	B_CLS
บิน_ลาเดน	NN	B_PER	I_CLS
_	PU	O	I_CLS
กบดาน	VV	O	I_CLS
อยู่	VV	O	I_CLS
อยู่	VV	O	I_CLS
ใน	PS	O	I_CLS
พื้นที่	NN	O	I_CLS
ทาง	NN	O	I_CLS
เหนือ	NN	O	I_CLS
_	PU	O	I_CLS
บริเวณ	NN	O	I_CLS
ที่	NN	O	I_CLS
อยู่	VV	O	I_CLS
ของ	PS	O	I_CLS
ชน	NN	O	I_CLS
เผ่า	NN	O	I_CLS
ห่างไกล	AJ	O	I_CLS
ตลอด	AJ	O	I_CLS
แนว	NN	O	I_CLS
ชายแดน	NN	O	I_CLS
ปากีสถาน	NN	B_LOC	I_CLS
กับ	PS	O	I_CLS
อัฟกานิสถาน	NN	B_LOC	E_CLS

ขณะ	CC	O	B_CLS
ที่	CC	O	I_CLS
สำนัก	NN	B_ORG	I_CLS
ข่าว	NN	I_ORG	I_CLS
กรอง	VV	I_ORG	I_CLS
กลาง	NN	E_ORG	E_CLS
_	PU	O	O
หรือ	CC	O	B_CLS
_	PU	O	O
ซีไอเอ	NN	B_ORG	B_CLS
_	PU	O	I_CLS
ได้	AX	O	I_CLS
ทำ	VV	O	I_CLS
ตาม	AV	O	I_CLS
ความ	FX	O	I_CLS
ประสงค์	VV	O	I_CLS
ของ	PS	O	I_CLS
ประธานาธิบดี	NN	B_DES	I_CLS
จอร์จ	NN	B_PER	I_CLS
ดับเบิลยู_บุช	NN	E_PER	I_CLS
ใช้	VV	O	I_CLS
ปฏิบัติ	VV	O	I_CLS
การ	FX	O	I_CLS
ไหล่	NN	O	I_CLS
บ่า	NN	O	I_CLS
เข้า	AV	O	I_CLS
ไป	VV	O	I_CLS
ใน	PS	O	I_CLS
พื้นที่	NN	O	E_CLS

แต่	CC	O	B_CLS
ปัญหา	NN	O	I_CLS
ที่	CC	O	I_CLS
ทุก	AJ	O	I_CLS
ฝ่าย	CL	O	I_CLS
ยอมรับ	VV	O	I_CLS
ก็	CC	O	I_CLS
คือ	VV	O	I_CLS
_	PU	O	I_CLS
บิน_ลาเดน	NN	B_PER	I_CLS
_	PU	O	I_CLS
อยู่	VV	O	I_CLS
ท่ามกลาง	PS	O	I_CLS
คน	NN	O	E_CLS
ที่	CC	O	B_CLS
เขา	PR	O	I_CLS
ไว้เนื้อเชื่อใจ	VV	O	E_CLS
_	PU	O	O
และ	CC	O	B_CLS
ไม่	NG	O	I_CLS
เคย	AX	O	I_CLS
มีการ	FX	O	I_CLS
เคลื่อนไหว	VV	O	E_CLS
_	PU	O	O
หรือ	CC	O	B_CLS
ออก	AV	O	I_CLS
มา	VV	O	I_CLS
นอก	PS	O	I_CLS
รัง	NN	O	I_CLS
เลย	AV	O	E_CLS

นางสาว	NN	B_TTL	B_CLS
กอนโดรีซซ่า	NN	B_PER	I_CLS
_	PU	I_PER	I_CLS
ไรซ์	NN	E_PER	I_CLS
ให้	CC	O	I_CLS
สัมภาษณ์	NN	O	I_CLS
ใน	PS	O	I_CLS
รายการ	NN	O	I_CLS
ฟ็อกซ์	NN	O	I_CLS
_	PU	O	I_CLS
นิวส์	NN	O	I_CLS
ว่า	CC	O	I_CLS
_	PU	O	I_CLS
บิน_ลาเดน	NN	B_PER	I_CLS
_	PU	O	I_CLS
แทบ	AV	O	I_CLS
ไม่	NG	O	I_CLS
มีการ	FX	O	I_CLS
สื่อสาร	VV	O	I_CLS
กับ	PS	O	I_CLS
ภายนอก	PS	O	I_CLS
เลย	AV	O	E_CLS
_	PU	O	O
แต่	CC	O	B_CLS
ก็	CC	O	I_CLS
มี	VV	O	I_CLS
สถานที่	NN	O	I_CLS
น้อย	VV	O	I_CLS
มาก	VV	O	E_CLS
ให้	CC	O	B_CLS
เขา	PR	O	I_CLS
ซ่อน	VV	O	I_CLS
ตัว	NN	O	E_CLS

เท่า	VV	O	E_CLS
ที่	CC	O	B_CLS
ทราบ	VV	O	I_CLS
เขา	PR	O	I_CLS
ไม่	NG	O	I_CLS
ได้	AX	O	I_CLS
สถานที่	NN	O	E_CLS
อัน	CC	O	B_CLS
ปลอด	VV	O	I_CLS
ภัย	NN	O	I_CLS
เหมือน	VV	O	I_CLS
ใน	PS	O	I_CLS
อัฟกานิสถาน	NN	B_LOC	I_CLS
_	PU	O	I_CLS
ช่วง	NN	O	E_CLS
ก่อน	CC	O	B_CLS
ที่	CC	O	I_CLS
รัฐบาล	NN	O	I_CLS
ตาลีบัน	NN	O	I_CLS
ถูก	AX	O	I_CLS
โค่น	VV	O	I_CLS
อำนาจ	NN	O	I_CLS
อีก	AV	O	I_CLS
แล้ว	AX	O	E_CLS

